Sentence,Words,POS,Tag
,keethay,NN,I-ORG
,gabba ,NN,O
,wode ,AJ,O
,dhayida ,NZ,O
,muuruta ,VV,O
,sila ,NP,O
,wode ,NP,O
,demmanaas ,NC,O
,wudettidi ,NN,O
,Oothon ,NN,O
,dizaysa ,NN,O
,qonccissida,PU,O
,. ,PUN,O
Sentence,Woradan ,NN,O
,Qolla ,NN,O
,maashile ,AJ,O
,qabalen ,NZ,O
,nuni ,VV,O
,googidi ,VV,O
,haasa'issida ,NN,O
,goshshanchatappe ,NN,O
,Abunu,AJ,I-PER
,Gandela,NZ,I-PER
,", ",PUN,O
,Tarfaye,NP,I-PER
,kandulone,NP,I-PER
,Mika'el,NC,I-PER
,Adamuy,NN,I-PER
,qonccissida ,NN,O
,mala ,NN,O
,gabba ,PU,O
,goshsha ,NN,O
,muuruta ,NN,O
,shiishshana ,NN,O
,halchon ,AJ,O
,oykidays ,NZ,O
,suuronta,VV,O
, aggidaysa ,VV,O
,yootida,NN,O
,.   ,PUN,O
Sentence,Qofa,AJ,O
, immidayta ,NZ,O
,mala ,VV,O
,dumma ,NP,O
,dumma,NP,O
, goshsha,NC,O
, istratejen ,NN,O
,be ,NN,O
,goshshon ,NN,O
,cililison ,NN,O
,zilaytha ,NN,O
,wodera ,AJ,O
,gina ,NZ,O
,muuruta ,VV,O
,shiishshanaas,VV,O
, halchchikika ,NN,O
,iray ,NN,O
,daridaysas ,AJ,O
,muuruta ,NZ,O
,keenay ,VV,O
,guuxxidaysas ,NP,O
,silappe,NP,O
, lo'o ,NC,O
,muuruta ,NN,O
,demmanaas ,NN,O
,oothon ,NN,O
,dizaysa ,PU,O
,qonccissida,PU,O
,. ,PUN,O
Sentence,Qabale,NN,B-ORG
, goshsha ,AJ,O
,xiffate,NZ,I-ORG
,keetha,VV,I-ORG
,kaappoy,VV,I-PER
,daanna,NN,I-PER
,Afrashu,NN,I-PER
, indashay,AJ,I-PER
,gabba ,NZ,O
,wode ,VV,O
,issi ,NP,O
,Sha'anne ,NP,O
,lapun,NC,O
,hekitaare ,NN,O
,gade ,NN,O
,zeridi  ,NN,O
,hezutamu,PU,O
,Sha'anie ,NN,O
,Xetu,NN,O
,Kuntaale ,NN,O
,muuruta,AJ,O
, shiishshanaas ,NZ,O
,halchcho,VV,O
, oykikoka ,VV,O
,muuruta ,NN,O
,keenay ,NN,O
,hezutamu,AJ,O
,kushe ,NZ,O
,xeetuppe ,VV,O
,guuxxidaysa ,NP,O
,yootida,NP,O
,. ,PUN,O
Sentence,Dhiraashe ,NN,B-LOC
,woreda,NN,I-LOC
, goshshane ,NN,O
,medheta,NN,O
, haaro ,NN,O
,limaate ,AJ,O
,xiffate,NZ,I-ORG
,keethan,VV,I-ORG
,goshshanne,VV,O
, kaththa ,NN,O
,limaate ,NN,O
,macara ,AJ,O
,kaappoy ,NZ,O
,daanna,VV,I-PER
,Tadese,NP,I-PER
,Wondimu,NP,I-PER
,gabba ,NC,O
,goshshan ,NN,O
,tamu,NN,O
,sha'u ,NN,O
,hektaare ,PU,O
,gade ,PU,O
,zeridi ,NN,O
,latamu,NN,O
,sha'anne,AJ,O
,ichashu,NZ,O
,kuntaale ,VV,O
,shiishshanaas  ,VV,O
,halchchidi ,NN,O
,udupun,NN,O
,sha'anne ,AJ,O
,latamu,NZ,O
,kuntaale ,VV,O
,xalala ,NP,O
,demmidaysa ,NP,O
,qonccissida,NC,O
,. ,PUN,O
Sentence,Gabba,NN,O
, goshsha ,NN,O
,wode,PU,O
, iray ,NN,O
,daridaydas ,NN,O
,issi ,NN,O
,She'anne ,AJ,O
,oydu,NZ,O
,cachcha ,VV,O
,usupun,VV,O
,hekitaare,NN,O
, gadey ,NN,O
,di'onne ,AJ,O
,Gade ,NZ,O
,woddaninne ,VV,O
,dumma,NP,O
, dumma ,NP,O
,gassotan ,NC,O
,qohettidaysa ,NN,O
,qonccissidi ,NN,O
,na'antho,NN,O
,yuushon ,NN,O
,Booley ,NN,O
,issi ,AJ,O
,Sha'anne,NZ,O
,lapun,VV,O
,heki,VV,O
, taare ,NN,O
,Gade ,NN,O
,Bolla ,AJ,O
,beettidaysasinne ,NZ,O
,dumma ,VV,O
,dumma ,NP,O
,gaassotan ,NP,O
,issi ,NC,O
,Sha'anne,NN,O
,lapun,NN,O
,gadey ,NN,O
,Zerettonta ,PU,O
,attidaysas ,PU,O
,muurutay ,NN,O
,guuxxidaysa ,NN,O
,qonccissidi ,AJ,O
,Ha'i ,NZ,O
,Silan ,VV,O
,muuruta,VV,O
, demmanaas,NN,O
, zerethi ,NN,O
,doomidaysa ,AJ,O
,yootida ,NZ,O
,gishe ,VV,O
,Oda,NP,I-PER
,Duula,NP,I-PER
,Regasay,NC,I-PER
,Gaththides,NN,O
,.,PUN,O
Sentence,Balgo ,NN,O
,aginan ,PU,O
,yelagata ,NN,O
,be ,NN,O
,dosan ,NN,O
,go'a ,AJ,O
,imon ,NZ,O
,dumma ,VV,O
,dumma ,VV,O
,macaratan ,NN,O
,ichashu,NN,O
,Sha'appe ,AJ,O
,bollara ,NZ,O
,yeletatas ,VV,O
,go'a ,NP,O
,immannas ,NP,O
,halchchon,NC,O
, oykkidi ,NN,O
,oothon ,NN,O
,dizaysa ,NN,O
,konso ,NN,O
,zone ,NN,O
,maccata ,AJ,O
,qeeri ,NZ,O
,naytanne ,VV,O
,yalagata ,VV,O
,wuda,NN,O
, kaalethay ,NN,O
,erissides,AJ,O
,. ,NZ,O
,Ootho,VV,O
, bolla ,NP,O
,diza ,NP,O
,yalagati,NC,O
, bees ,NN,O
,diza ,NN,O
,eratetha ,NN,O
,go'ettidi ,PU,O
,dere ,PU,O
,asa ,NN,O
,go'ettana ,NN,O
,malanne ,AJ,O
,ufaysa ,NZ,O
,demmanaas ,VV,O
,oothoy ,VV,O
,maaddizaysa ,NN,O
,qonccissida,NN,O
,.,PUN,O
Sentence,Yalagati ,NZ,O
,limaate,VV,O
, qaaxoninne ,NP,O
,dimokiraase ,NP,O
,Woga ,NC,O
,medhon ,NN,O
,dere ,NN,O
,asay ,NN,O
,go'ettana ,PU,O
,mala ,NN,O
,macaratappe,NN,O
, issay ,NN,O
,Yalogata,AJ,O
, be ,NZ,O
,dosan ,VV,O
,go'a ,VV,O
,imoko,NN,O
,.  ,PUN,O
Sentence,Zilaytha ,AJ,O
,M.L ,NZ,O
,balgo ,VV,O
,aginan ,NP,O
,yalagata ,NP,O
,be ,NC,O
,dosan ,NN,O
,gora ,NN,O
,imoy ,NN,O
,konso ,NN,O
,zoonen ,NN,O
,ichashu,AJ,O
,Sha'anne,NZ,O
,lapun,VV,O
, Yalagati ,VV,O
,usupun,NN,O
,ootho ,NN,O
,macaratan,AJ,O
, oothon ,NZ,O
,usupun,VV,O
,Sha'anne ,NP,O
,lapun,NP,O
,asatas,NC,O
, go'a ,NN,O
,immizaysappe ,NN,O
,miyyera ,NN,O
,issi ,PU,O
,miloone ,PU,O
,oydu,NN,O
,sha'anne ,NN,O
,udufun,AJ,O
,bira ,NZ,O
,keso ,VV,O
,ashshidaysa,VV,O
, zoone ,NN,O
,maccata,NN,O
,", ",PUN,O
,qeeri ,NZ,O
,naytanne ,VV,O
,Yalageta ,NP,O
,wuda ,NP,O
,kaaletta ,NC,O
,kaappoy ,NN,O
,mishshiro,NN,I-PER
,Beetelihem,NN,I-PER
,ooday,PU,I-PER
,qonccissida,NN,O
,.,PUN,O
Sentence,zoone ,NN,O
,giddon ,AJ,O
,diza ,NZ,O
,woradatan ,VV,O
,yalagati ,VV,O
,usupun,NN,O
,ootho ,NN,O
,macaratan,AJ,O
, ootho ,NZ,O
,danda'izaysa ,VV,O
,mishshiro,NP,I-PER
,Beetelihem,NP,I-PER
,erissida,NC,O
,. ,PUN,O
Sentence,Zoone,NN,B-LOC
,giddon ,NN,O
,diza ,NN,O
,woradatan ,NN,O
,kaarati,AJ,I-LOC
,Yuusho ,NZ,O
,woradatappe,VV,O
, issa ,VV,O
,gidishe ,NN,O
,udufun,NN,O
,sha'anne,AJ,O
,lapun,NZ,O
,Yalagati ,VV,O
,udufun,NP,O
,ootho ,NP,O
,Macaratan ,NC,O
,oothon,NN,O
,ichashu,NN,O
,miloone ,NN,O
,ichashu,PU,O
,shaa'anne ,PU,O
,latamu,NN,O
,bira ,NN,O
,kawoppe,AJ,O
, kezanaysa ,NZ,O
,ashshidaysa ,VV,O
,woreda ,VV,O
,maccata,NN,O
,", ",PUN,O
,qeeri ,AJ,O
,naytanne ,NZ,O
,Yalageta ,VV,O
,xiffate,NP,O
, keetha ,NP,O
,kaappoy,NC,I-PER
,mishshiro,NN,I-PER
,Elsabex,NN,I-PER
,Tesfayey,NN,I-PER
,qonccissida,PU,O
,.,PUN,O
Sentence,Woradan ,NN,O
,yalagatas ,NN,O
,korona ,AJ,O
,Vayrese ,NZ,O
,bolla ,VV,O
,erisso ,VV,O
,timirtte ,NN,O
,imon ,NN,O
,diz,AJ,O
,yuunite,NZ,O
, suuntha ,VV,O
,shiishon ,NP,O
,etappe,NP,O
,puute,NC,O
, tossan ,NN,O
,tossa,NN,O
,yele ,NN,O
,asay ,NN,O
,dontta ,NN,O
,qeeri ,AJ,O
,naytas,NZ,O
,", ",PUN,O
,cimatas,VV,O
,", ",PUN,O
,bolla ,NN,O
,qohettidaytas ,AJ,O
,maadon,NZ,O
, oothettes ,VV,O
,gida,NP,O
,. ,PUN,O
Sentence,Trafikenne ,NC,O
,oge ,NN,O
,lo'etethan,NN,O
,", ",PUN,O
,katama ,PU,O
,geeshonne ,PU,O
,loythos,NN,O
, sarotethassinne,NN,O
, lo'etethas,AJ,O
,", ",PUN,O
,quma,VV,O
, hurbbutatethan,VV,O
, lo'o ,NN,O
,muuruta ,NN,O
,ehanas ,AJ,O
,mini ,NZ,O
,oothon ,VV,O
,dizaysa ,NP,O
,mishshiro,NP,I-PER
, Elsabex,NC,I-PER
,erissida,NN,O
,. ,PUN,O
Sentence,korona ,NN,O
,vayrese ,PU,O
,bolla ,NN,O
,eisso ,NN,O
,timirtte ,NN,O
,imon ,AJ,O
,ooththiza ,NZ,O
,yalagatappe ,VV,O
,Malu ,VV,O
,kusenne ,NN,O
,Artist ,NN,O
,Tamirat ,AJ,O
,Asefay ,NZ,O
,be ,VV,O
,eratethan ,NP,O
,go7ettidi ,NP,O
,be ,NC,O
,wode ,NN,O
,go'ettidi ,NN,O
,dere ,NN,O
,asa go'a ,NN,O
,imon ,NN,O
,ufa'ettanaas ,AJ,O
,ooththizaysa ,NZ,O
,erissida ,VV,O
,gishe ,VV,O
,oda,NN,I-PER
,Amaro,NN,I-PER
,Arsabay,AJ,I-PER
,gaththides.,NZ,O
,Deren ,VV,O
,daba,NP,O
, teqen ,NP,O
,Foreniske,NC,O
, Saynise ,NN,O
,maadoy ,NN,O
,dhoqqa ,NN,O
,gididaysa ,PU,O
,Arbaminnche ,PU,
,Yunversitey,NN,I-ORG
,qonccissides,NN,O
,.  ,PUN,O
Sentence,Forensike ,NZ,O
,kemistirenne ,VV,O
,Toksikoloji ,VV,O
,Koyro ,NN,O
,biherawi ,NN,O
,Shiqqoy ,AJ,O
,Arbaminche,NZ,I-ORG
,Yunversitey,VV,I-ORG
, oothettides ,NP,O
,Shiiqo ,NP,O
,doyo ,NC,O
,bolla ,NN,O
,yunversite ,NN,O
,prezidantey ,NN,O
,doctor,NN,O
,Damxew,NN,I-PER
,Darzey ,NN,I-PER
,qonccissida,NN,O
, mala ,AJ,O
,macaray ,NZ,O
,marzera ,VV,O
,Oykettida ,VV,O
,daban,NN,O
, sasettida ,NN,O
,ase ,AJ,O
,wogara ,NZ,O
,mirmera ,VV,O
,oothon ,NP,O
,higgera ,NP,O
,oykettida,NC,O
, aakimo ,NN,O
,markka ,NN,O
,higge ,NN,O
,kifiletas ,NN,O
,imon ,NN,O
,dhoqqa ,AJ,O
,maado ,NZ,O
,ooththees,VV,O
,.,PUN,O
Sentence,Tophphiya ,NN,O
,poolise ,NN,O
,yuniversite ,AJ,O
,koloje ,NZ,O
,daba ,VV,O
,mirneranne,NP,O
, Forensike ,NP,O
,saynise ,NC,O
,eqota ,NN,O
,azazizayti,NN,O
, kaalo ,NN,O
,komishiner,PU,I-PER
,Teshale,PU,I-PER
, Teshomenne,NN,I-PER
,Meqele ,NN,O
,yunversite ,AJ,O
,fayyatetha ,NZ,O
,Saynise ,VV,O
,koloje ,VV,O
,ayfe ,NN,O
,dayrekiterey ,NN,O
,dr ,AJ,O
,Amanulel,NZ,I-PER
,Haylera,VV,I-PER
,issippe ,NP,O
,immida,NP,O
, qofan ,NC,O
,macaray ,NN,O
,marzenne ,NN,O
,Suuke ,NN,O
,oytheththiza ,PU,O
,dhaletara ,NN,O
,oykettidi ,NN,O
,oothettida ,NN,O
,dabas ,AJ,O
,Koshshiza,NZ,O
, Saynise,VV,O
, pilgetha ,VV,O
,oothon ,NN,O
,qoodimaaga ,NN,O
,poolises ,AJ,O
,imon,NZ,O
, daba ,VV,O
,teqes ,NP,O
,maado ,NP,O
,oothon,NC,O
, dizaysas ,NN,O
,issippe ,NN,O
,oothon ,NN,O
,dizaysa ,NN,O
,qonccissida,NN,O
,. ,PUN,O
Sentence,Shiqoy ,NZ,O
,wurishin ,VV,O
,Arbamiche,VV,I-ORG
,Yunversitey,NN,I-ORG
,Qidus ,NN,O
,Phaulos ,AJ,O
,Miliniyem,NZ,O
, Medikaale ,VV,O
,koloje,NP,O
,", ",PUN,O
,Tophphiya ,NC,O
,poolise ,NN,O
,yunversite ,NN,O
,koloje,NN,O
,", ",PUN,O
,Meqele,PU,O
, yuniversitenne ,NN,O
,Dagimaawi ,NN,O
,Minilike ,AJ,O
,haspitaalera,NZ,O
, isippe,VV,O
, oothos ,VV,O
,danda'issiza ,NN,O
,giigetetha,NN,O
, faramida,AJ,O
, gishe ,NZ,O
,oda,VV,I-PER
,Alemu,NP,I-PER
,Wolde-Mariyaamey ,NP,
,gaththides,NC,O
,.,PUN,O
Sentence,Hawasa,NN,B-ORG
, industure,NN,I-ORG
,parke,PU,I-ORG
,na'antho,NN,O
,Shampo ,NN,O
,ootho ,NN,O
,baasso,AJ,O
, Shuchchay ,NZ,O
,utides ,VV,O
,gidi,VV,O
,modhdhides ,NN,O
,ges,NN,O
,. ,PUN,O
Sentence, Yiza ,NZ,O
,laythan ,VV,O
,issi,NP,O
,biloone ,NP,O
,Amerika,NC,I-LOC
,dolarey ,NN,O
,beetandes ,NN,O
,geetettiza,NN,O
, Hawasa,NN,I-LOC
,industure,NN,I-ORG
, parkey,AJ,I-ORG
,ootho ,NZ,O
,doommees,VV,O
,.  ,PUN,O
Sentence,Industure,NN,B-ORG
,parketa,NN,I-ORG
,limaate,AJ,I-ORG
,korporeshiney ,NZ,I-ORG
,Cooce ,VV,O
,dido,NP,O
,gidi,NP,O
,Zilaytha ,NC,O
,ML ,NN,O
,Xeqilay,NN,I-PER
,ministere,NN,I-PER
, Abiy,PU,I-PER
,Ahmedey,PU,I-PER
,beettidason ,NN,O
,gola ,NN,O
,imo ,AJ,O
,doommides,NZ,O
,.,PUN,O
Sentence,Parke,VV,O
, koyro ,NN,O
,Shempoy ,NN,O
,aadhdhida,AJ,O
, laythi ,NZ,O
,hamule ,VV,O
,aginan ,NP,O
,wuridaysa ,NP,O
,gidishin ,NC,O
,dureta,NN,O
, shaakonne ,NN,O
,dooro,NN,O
,", ",PUN,O
,asa ,NN,O
,wolqqa ,NN,O
,dooronne ,NN,O
,moodethan,AJ,O
, gam'ides,NZ,O
,.  ,PUN,O
,Hayssappe,VV,O
, guye ,NN,O
,diza ,NN,O
,wodetan,AJ,O
,katama,NZ,O
,kubaniyati ,VV,O
,parken ,NP,O
,gelida ,NP,O
,gidiShin ,NC,O
,hesappe,NN,O
,lo'o,NN,O
,muurutata,NN,O
, kare ,NN,O
,dere ,NN,O
,yedo ,AJ,O
,doommida,NZ,O
,.  ,PUN,O
Sentence,Oothettida,VV,O
, parke ,NN,O
,doyetetha,NN,O
, woga ,AJ,O
,bolla ,NZ,O
,parke ,VV,O
,na'antho,NP,O
,Shempo ,NP,O
,keethas ,NC,O
,baasso ,NN,O
,Shuchchi ,NN,O
,wodhdhides,NN,O
,.  ,PUN,O
Sentence,Parkey ,PU,O
,laythan ,NN,O
,hospun,NN,O
,biloone ,AJ,O
,Amerika ,NZ,O
,dolare ,VV,O
,demissanaysa ,VV,O
,gidishin ,NN,O
,ha ,NN,O
,halchcho ,AJ,O
,tamappe,NZ,O
,ppe ,VV,O
,tamu,NP,O
,aginata ,NP,O
,giddon ,NC,O
,suurissandes,NN,O
, geetettides,NN,O
,.  ,PUN,O
Sentence,udufun,PU,O
,miloone ,NN,O
,kare ,NN,O
,metre ,NN,O
,gade ,AJ,O
,bolla ,NZ,O
,uttida ,VV,O
,parkey ,VV,O
,ha'i ,NN,O
,gatho ,NN,O
,oydu,AJ,O
,Sha'u ,NZ,O
,yeletatas ,VV,O
,ootho ,NP,O
,qaada ,NP,O
,medhdhides,NC,O
,. ,PUN,O
Sentence,Kumethara,NN,O
, oothon ,NN,O
,Geletishin ,NN,O
,hopun,NN,O
,Sho'u ,AJ,O
,yeletatas ,NZ,O
,ootho ,VV,O
,qaada ,VV,O
,medhdhandes ,NN,O
,geeteti ,NN,O
,naa ,AJ,O
,gettees,NZ,O
,.  ,PUN,O
Sentence,Parke ,NP,O
,muurute ,NP,O
,oothoy ,NC,O
,heera,NN,O
, lo'tetta,NN,O
, baasso ,NN,O
,ooththidaysas,PU,O
, aykko ,PU,O
,qommo ,NN,O
,fabrika ,NN,O
,gogetha ,AJ,O
,kezontaysa ,NZ,O
,industere,VV,I-ORG
,parketa,VV,I-ORG
,limaate,NN,I-ORG
, korporeshiney,NN,I-ORG
, qonccissida,AJ,O
,. ,PUN,O
Sentence,Tekinolojen ,VV,O
,hayssa ,NP,O
,ogera ,NP,O
,hatha ,NC,O
,xilisizaysappe ,NN,O
,bagay,NN,O
,xeetuppe ,NN,O
,bolla ,PU,O
,gididaysa ,NN,O
,zaareththi,NN,O
, go'etanaas ,NN,O
,danda'izaysa ,AJ,O
,malatettides,NZ,O
,. ,PUN,O
Sentence,Hayssas,VV,O
, maaddiza ,NN,O
,issi gallassan ,NN,O
,oydu,AJ,O
,miloone ,NZ,O
,litro ,VV,O
,ha'i ,NP,O
,wode ,NP,O
,anqasha ,NC,O
,xilliso ,NN,O
,keexettidays ,NN,O
,qonccides ,NN,O
,gishe ,NN,O
,oda,NN,I-ORG
, Faana,AJ,I-ORG
, Brodikastey,NZ,I-ORG
,gaththides,VV,O
,.,PUN,O
Sentence,Wordo ,NN,O
,nabeta,NN,O
,tossi,AJ,O
,“,PUN,O
,Istas ,VV,O
,giddo ,NP,O
,baggay ,NP,O
,Kana ,NC,O
,suyte ,NN,O
,mala ,NN,O
,gidi ,NN,O
,uttidinne ,PU,O
,dorsa ,PU,O
,ite ,NN,O
,may'idi ,NN,O
,inte ,AJ,O
,giddo ,NZ,O
,gelidi,VV,O
, giddora ,VV,O
,ooththiza ,NN,O
,wordo ,NN,O
,nabetappe ,AJ,O
,naagettite,NZ,O
,.,PUN,O
Sentence,Qalayika,NP,O
, Inte ,NP,O
,ista,NC,O
,", ",PUN,O
,ista ,NN,O
,ooson ,NN,O
,erandeta,PU,O
,. ,PUN,O
,Aguntha ,NN,O
,worappe ,NN,O
,woyney,AJ,O
,", ",PUN,O
,kindicho ,VV,O
,agunthafe ,VV,O
,balase ,NN,O
,ayfey ,NN,O
,maxetizee,AJ,O
,? ,PUN,O
Sentence,Qalayika,VV,O
,Hessathoka ,NP,O
,lo'o ,NP,O
,mithi ,NC,O
,wuri ,NN,O
,lo'o ,NN,O
,ayfees,NN,O
,;,PUN,O
Sentence, iita ,NN,O
,mithika ,AJ,O
,iita ,NZ,O
,ayfe ,VV,O
,ayfees,VV,O
,. ,PUN,O
Sentence,Qalayika,NN,O
,Lo'o ,AJ,O
,mithi ,NZ,O
,iita,VV,O
, ayfe ,NP,O
,ayfanas ,NP,O
,dandayontayssa ,NC,O
,mala ,NN,O
,iita ,NN,O
,mithi ,NN,O
,loo ,PU,O
,ayfe ,PU,O
,ayfanas ,NN,O
,dandayenna,NN,O
,.,PUN,O
Sentence,Qalayika,NZ,O
, Lo'o ,VV,O
,ayfe ,VV,O
,ayfonta ,NN,O
,mithi ,NN,O
,wurikka ,AJ,O
,qanxetananne ,NZ,O
,taman ,VV,O
,yegettana,NP,O
,.  ,PUN,O
Sentence,Qalayika,NC,O
,Hessa,NN,O
, gish ,NN,O
,inte ,NN,O
,ista ,PU,O
,isti ,NN,O
,ayfiza ,NN,O
,ayfen ,NN,O
,shaakki ,AJ,O
,erana,NZ,O
,. ,PUN,O
Sentence,Qalayika,VV,O
,“,PUN,O
,Salon ,NN,O
,diza,AJ,O
, ta ,NZ,O
,Aawa ,VV,O
,shene ,NP,O
,polonta ,NP,O
,dishe ,NC,O
,tana,NN,O
, ‘,PUN,O
,Godo,NN,I-PER
,! ,PUN,O
,Godo,NN,I-PER
,!,PUN,O
,’ ,PUN,O
,gizay ,VV,O
,wuri ,VV,O
,Salo,NN,I-LOC
,Kawoteth ,NN,O
,gelenna,AJ,O
,. ,PUN,O
Sentence,Qalayika,VV,O
,He ,NP,O
,gallas ,NP,O
,daroti ,NC,O
,‘,PUN,O
,Godo,NN,I-PER
,! ,PUN,O
,Godo,PU,I-PER
,! ,PUN,O
,Nuni ,NN,O
,ne ,NN,O
,sunthan ,AJ,O
,tinbite ,NZ,O
,yootibekonii,VV,O
,? ,PUN,O
Sentence,Ne ,NN,O
,sunthan ,NN,O
,daydanthi,AJ,O
, kessibekonii,NZ,O
,? ,PUN,O
,Ne,NP,O
, sunthan ,NP,O
,daro ,NC,O
,malata ,NN,O
,ooththibekonii,NN,O
,?,PUN,O
,’ ,PUN,O
,gaana,NN,O
,. ,PUN,O
,Qalayika,NN,O
,He ,AJ,O
,wode ,NZ,O
,ta,VV,O
, istas,VV,O
, ‘,PUN,O
,Ta ,NN,O
,intena ,AJ,O
,mulekka ,NZ,O
,erikke,VV,O
,! ,PUN,O
Sentence,Inte ,NP,O
,iitati ,NC,O
,taappe ,NN,O
,haakkite,NN,O
,’ ,PUN,O
,gaada ,NN,O
,qoncera ,NN,O
,ta ,AJ,O
,istas,NZ,O
, yootana,VV,O
,.,PUN,O
Sentence,Keeththe,NN,O
, keexiza ,NN,O
,eeyanne ,AJ,O
,era ,NZ,O
,asa,VV,O
, leemiso,NP,O
,.,PUN,O
Sentence,Qalayika,NC,O
,“,PUN,O
,Histikko ,NN,O
,hayssa ,NN,O
,ta ,PU,O
,qaala ,PU,O
,siydi ,NN,O
,ooson ,NN,O
,peyshizadey ,AJ,O
,ba ,NZ,O
,keeththe ,VV,O
,zaalla ,VV,O
,bolla ,NN,O
,keexizade ,NN,O
,misatees,AJ,O
,. ,PUN,O
Sentence,Qalayika,VV,O
,Deexo ,NP,O
,iray ,NP,O
,bukkin,NC,O
,;,PUN,O
, haroyka ,NN,O
,harottides,NN,O
,; ,PUN,O
,carkoyka ,NN,O
,carkides,NN,O
,;,PUN,O
, keeththaka ,AJ,O
,sugides ,NZ,O
,shin ,VV,O
,zaalla ,VV,O
,bolla ,NN,O
,keexettida ,NN,O
,gish ,AJ,O
,kundibenna,NZ,O
,.,PUN,O
,Qalayika,NP,O
,“,PUN,O
,Hayssa ,NC,O
,ta ,NN,O
,qaala ,NN,O
,siydi ,NN,O
,ooththontadey,NN,O
, gidikko,NN,O
, ba,AJ,O
, keeththe,NZ,I-ORG
,ace ,VV,O
,bolla ,VV,O
,keexida ,NN,O
,eeya ,NN,O
,asa ,AJ,O
,mala,NZ,O
,. ,PUN,O
Sentence,Qalayika,NP,O
,Deexo ,NP,O
,iray,NC,O
, bukkin,NN,O
, haroyka ,NN,O
,harottides,NN,O
,; ,PUN,O
,carkoyka ,PU,O
,carkides,NN,O
,; ,PUN,O
,he,AJ,O
, keeththaka ,NZ,O
,sugides,VV,O
,;,PUN,O
, keeththayka,NN,O
, iita ,NN,O
,kundeth,AJ,O
, kundides,NZ,O
,” ,PUN,O
,gides,NP,O
,. ,PUN,O
Sentence,Qalayika,NC,O
,Yesusi,NN,I-PER
,tamarsi ,NN,O
,wursin ,NN,O
,asay,PU,O
, iza ,NN,O
,timirtezan ,NN,O
,malalettides,NN,O
,. ,PUN,O
Sentence,Qalayika,NZ,O
,Gaasoyka ,VV,O
,Muse,VV,I-PER
,woga ,NN,O
,tamarsizayta ,NN,O
,mala,AJ,O
, gidonta ,NZ,O
,izi,VV,O
, godateththi ,NP,O
,diza ,NP,O
,asa ,NC,O
,mala ,NN,O
,tamarsides,NN,O
,.,PUN,O
Sentence,Yesusi,NN,B-PER
,inchiracha ,NN,O
,hargey ,AJ,O
,oykkida ,NZ,O
,addeza ,VV,O
,pathides,VV,O
Sentence,Qalayika,NN,O
, Yesusi,NN,I-PER
,zuma,AJ,I-LOC
,bollafe ,NZ,O
,wodhdhin ,VV,O
,daro ,NP,O
,derey ,NP,O
,iza ,NC,O
,kaallides,NN,O
,. ,PUN,O
,Qalayika,NN,O
,Issi,PU,O
,inchiracha ,PU,O
,hargey ,NN,O
,dizaddey ,NN,O
,Yesusakko,AJ,O
, shiiqidi ,NZ,O
,iza,VV,O
,sinthan ,VV,O
,gulbatidi,NN,O
, “,PUN,O
,Godo,AJ,O
,! ,PUN,O
,Ne,VV,O
, koykko ,NP,O
,tana ,NP,O
,pathanas ,NC,O
,dandayassa,NN,O
,” ,PUN,O
,gides ,NN,O
,Qalayika,PU,O
,Yesusi ,NN,O
,ba ,NN,O
,kushe ,NN,O
,yeddidi ,AJ,O
,“,PUN,O
,Ta ,VV,O
,dosadis,VV,O
,; ,PUN,O
Sentence,paxa,NN,O
,!,PUN,O
,” ,PUN,O
,giin ,VV,O
,addezi ,NP,O
,he ,NP,O
,hargezappe ,NC,O
,heerakka ,NN,O
,paxides,NN,O
,. ,PUN,O
Sentence,Qalayika,AJN,O
,Qasseka ,NN,O
,Yesusi ,NN,O
,addeza ,AJ,O
,“,PUN,O
,Ne ,VV,O
,paxidayssa ,VV,O
,oonaska ,NN,O
,yootoppa,NN,O
,; ,PUN,O
Sentence,gido ,NZ,O
,attin ,VV,O
,baada ,NP,O
,nena ,NP,O
,Qeeses ,NC,O
,bessa,NN,O
,. ,PUN,O
Sentence,Isti ,NN,O
,azazida ,PU,O
,yarshoza ,PU,O
,gaththa,NN,O
,; ,PUN,O
Sentence,hessika,AJ,O
, istas,NZ,O
, marka ,VV,O
,gidana,VV,O
,” ,PUN,O
,gides,NN,O
,.,PUN,O
Sentence,Yesusi,NZ,B-PER
,mato ,VV,O
,halaqaza ,NP,O
,ashkara,NP,O
, pathides,NC,O
Sentence,Qalayika,NN,O
,Yesusi,NN,I-PER
,Qifirnahoome,NN,I-LOC
, gakkida ,PU,O
,mala ,NN,O
,mato ,NN,O
,halaqay ,NN,O
,izakko ,AJ,O
,shiiqidi,NZ,O
, iza ,VV,O
,hizgi ,VV,O
,woossides,NN,O
,. ,PUN,O
Sentence,Qalayika,AJ,O
,“,PUN,O
,Godo,VV,I-PER
,!,PUN,O
, Ta ,NP,O
,ashkaray,NC,O
, keehi,NN,O
, sakettidi ,NN,O
,keeththan ,NN,O
,ichchidi ,NN,O
,dees,NN,O
,” ,PUN,O
,gides,NZ,O
,.,VV,O
,Qalayika,VV,O
,Yesusikka ,NN,O
,izas ,NN,O
,“,PUN,O
,Ta ,NZ,O
,baada ,VV,O
,pathana,NP,O
,” ,PUN,O
,gides,NC,O
,. ,PUN,O
Sentence,Qalayika,NN,O
,Mato ,NN,O
,halaqay ,PU,O
,izas ,PU,O
,zaaridi ,NN,O
